,model_type,clf,parameters,split_date,train_start,train_end,test_start,test_end,baseline,p_at_1,recall_at_1,f1_at_1,p_at_2,recall_at_2,f1_at_2,p_at_5,recall_at_5,f1_at_5,p_at_10,recall_at_10,f1_at_10,p_at_20,recall_at_20,f1_at_20,p_at_30,recall_at_30,f1_at_30,p_at_50,recall_at_50,f1_at_50,auc-roc
10,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.4399092970521542,0.015426208651399492,0.02980717523238842,0.4258210645526614,0.02989821882951654,0.05587339326844491,0.40625,0.07132633587786259,0.12134740259740259,0.40117726964002715,0.1409033078880407,0.20855646442652856,0.3881154499151104,0.272662213740458,0.3203026481715006,0.3732266827648657,0.39328880407124683,0.3829951990088276,0.35086925027164073,0.6162531806615776,0.4471497807523656,0.6057952987607498
11,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.4444444444444444,0.015585241730279899,0.030114465698701697,0.44620611551528877,0.0313295165394402,0.058548183371721525,0.40443840579710144,0.07100826972010178,0.12080627705627706,0.40321485170930493,0.14161895674300254,0.20961572412169718,0.39592529711375213,0.27814885496183206,0.3267479333053104,0.3787352852399638,0.3990935114503817,0.3886479789375871,0.3520916334661355,0.6184001272264631,0.44870759289176093,0.6079176442671594
12,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.2789115646258503,0.009780534351145039,0.01889836367826688,0.3578708946772367,0.025127226463104325,0.04695742625752285,0.2758152173913043,0.04842557251908397,0.08238636363636363,0.13787638668779714,0.04842557251908397,0.07167657270640852,0.16344086021505377,0.11482188295165395,0.1348839381626267,0.3243284032598853,0.3417620865139949,0.332817097723401,0.3181818181818182,0.5588422391857506,0.4054927302100162,0.5451963014240506
13,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.4013605442176871,0.01407442748091603,0.02719520626872551,0.4099660249150623,0.02878498727735369,0.053793000965896426,0.41530797101449274,0.07291666666666667,0.1240530303030303,0.39053656327824315,0.13716603053435114,0.20302477490731474,0.38528579513299377,0.27067430025445294,0.31796739993461304,0.370962873528524,0.39090330788804073,0.3806721387641319,0.35037124230351324,0.6153784987277354,0.44651511654742676,0.60540737128386
14,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.4557823129251701,0.015982824427480915,0.030882691864484904,0.4450736126840317,0.03125,0.05839958392153949,0.4048913043478261,0.07108778625954199,0.12094155844155845,0.40321485170930493,0.14161895674300254,0.20961572412169718,0.39196378041878893,0.27536577608142493,0.3234785857736678,0.3798671898581346,0.4002862595419847,0.38980950905993494,0.3529518290474466,0.6199109414758269,0.44980383106392796,0.608111643234451
15,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 5, 'max_features': 'log2', 'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.4217687074829932,0.014790076335877863,0.028578013367135287,0.44280860702151753,0.03109096692111959,0.05810238502117542,0.3976449275362319,0.06981552162849873,0.11877705627705627,0.4000452796015395,0.1405057251908397,0.20796798681810158,0.38788907753254104,0.2725031806615776,0.3201158283125496,0.37813160277693936,0.39845737913486007,0.38802849620566826,0.3521821803694314,0.6185591603053435,0.448822986383568,0.6081960704234708
16,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.0022675736961451248,7.951653944020357e-05,0.00015364523315664134,0.26840317100792754,0.018845419847328244,0.03521806969314214,0.31657608695652173,0.05558206106870229,0.09456168831168832,0.33008829522300204,0.1159351145038168,0.171600070617313,0.3409168081494058,0.23950381679389313,0.28135070758021574,0.3403259885300332,0.3586195928753181,0.3492333901192504,0.32845889170590364,0.5768924936386769,0.4185898915301177,0.5595902759324572
17,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.3242630385487528,0.011370865139949109,0.021971268341399706,0.3057757644394111,0.021469465648854963,0.04012185154914927,0.3269927536231884,0.057410941475826975,0.09767316017316018,0.3395970115462984,0.11927480916030535,0.1765432825280998,0.35246179966044144,0.2476145038167939,0.2908785203867171,0.3484757017808633,0.36720737913486007,0.3575964070001549,0.33334842448388263,0.5854802798982188,0.424821140087699,0.5721977302054144
18,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.3401360544217687,0.011927480916030535,0.023046784973496198,0.32163080407701017,0.022582697201017812,0.04220224385169775,0.3351449275362319,0.058842239185750635,0.1001082251082251,0.3384650215078107,0.11887722646310432,0.1759548049196728,0.35268817204301073,0.2477735368956743,0.29106534024566816,0.35036220947781466,0.36919529262086515,0.35953229053740127,0.33479717493661715,0.5880248091603053,0.426667435956612,0.5740502516849455
19,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.3401360544217687,0.011927480916030535,0.023046784973496198,0.31483578708946774,0.02210559796437659,0.04131064715060554,0.3365036231884058,0.05908078880407125,0.10051406926406928,0.3375594294770206,0.11855916030534351,0.17548402283293119,0.355291454442558,0.24960241730279897,0.2932137686236047,0.35021128886205855,0.3690362595419847,0.3593774198544215,0.33479717493661715,0.5880248091603053,0.426667435956612,0.5747542335008213
20,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.30385487528344673,0.010655216284987277,0.020588461242989936,0.3159682899207248,0.022185114503816793,0.04145924660078758,0.32608695652173914,0.05725190839694656,0.09740259740259741,0.33031469323069956,0.116014631043257,0.17171776613899842,0.3408036219581211,0.23942430025445294,0.28125729765074026,0.3376094174464232,0.35575699745547074,0.3464457178256157,0.3317185802245563,0.5826176844783715,0.4227440572351719,0.5622421223266338
21,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 10, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.3469387755102041,0.012166030534351144,0.023507720672966116,0.3488108720271801,0.024491094147582698,0.04576863065606657,0.3591485507246377,0.06305661577608143,0.10727813852813853,0.35770885216210097,0.12563613231552162,0.18595892426293179,0.3565365025466893,0.25047709923664124,0.2942412778478352,0.3493057651675219,0.3680820610687023,0.3584481957565433,0.33724194132560664,0.5923187022900763,0.4297830602354027,0.5763529839839598
22,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 100, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.36281179138321995,0.01272264631043257,0.02458323730506261,0.347678369195923,0.024411577608142495,0.04562003120588454,0.360054347826087,0.06321564885496184,0.1075487012987013,0.3549920760697306,0.12468193384223919,0.18454657800270702,0.3567628749292586,0.2506361323155216,0.2944280977067862,0.3511922728644733,0.37006997455470736,0.3603840792937897,0.33565737051792827,0.5895356234096693,0.4277636741287791,0.579237961044948
23,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_split': 10, 'n_estimators': 1000, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.36961451247165533,0.01296119592875318,0.025044173004532534,0.3522083805209513,0.02472964376590331,0.04621442900661267,0.3654891304347826,0.06416984732824428,0.10917207792207793,0.35838804618519354,0.12587468193384224,0.18631201082798798,0.35925297113752125,0.2523854961832061,0.2964831161552473,0.350814971325083,0.3696723918575064,0.3599969025863404,0.3360195581311119,0.5901717557251909,0.4282252480960074,0.5791864677947949
24,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.0022675736961451248,7.951653944020357e-05,0.00015364523315664134,0.3250283125707814,0.022821246819338423,0.04264804220224385,0.3229166666666667,0.05669529262086514,0.0964556277056277,0.3185419968304279,0.11187977099236641,0.16559759901135762,0.3318619128466327,0.23314249363867684,0.27387791322217553,0.3389677029882282,0.3571882951653944,0.34783955397243305,0.32768924302788843,0.5755407124681934,0.41760904684975764,0.5587723376050826
25,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 10, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.3378684807256236,0.01184796437659033,0.022893139740339557,0.3250283125707814,0.022821246819338423,0.04264804220224385,0.3319746376811594,0.05828562340966921,0.09916125541125542,0.3362010414308354,0.1180820610687023,0.17477784970281882,0.3528013582342954,0.24785305343511452,0.29115875017514364,0.3457591306972532,0.3643447837150127,0.35480873470652,0.3333936979355306,0.585559796437659,0.42487883683360256,0.5715605070538217
26,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 100, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.3287981859410431,0.011529898218829517,0.022278558807712994,0.33408833522083803,0.02345737913486005,0.043836837803700124,0.3365036231884058,0.05908078880407125,0.10051406926406928,0.3398234095539959,0.11935432569974555,0.17666097804978517,0.3544991511035654,0.24904580152671757,0.29255989911727615,0.3489284636281316,0.36768447837150126,0.35806101904909404,0.33438971387178557,0.5873091603053435,0.4261481652434803,0.5742613064466775
27,RF,"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini',
            max_depth=50, max_features='log2', max_leaf_nodes=None,
            min_impurity_decrease=0.0, min_impurity_split=None,
            min_samples_leaf=1, min_samples_split=10,
            min_weight_fraction_leaf=0.0, n_estimators=1000, n_jobs=-1,
            oob_score=False, random_state=None, verbose=0,
            warm_start=False)","{'max_depth': 50, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 1000, 'n_jobs': -1}",2013-06-30,2012-01-01,2013-05-01,2013-06-30,2013-12-31,0.2846794639623325,0.3401360544217687,0.011927480916030535,0.023046784973496198,0.3204983012457531,0.02250318066157761,0.04205364440151572,0.3401268115942029,0.059716921119592876,0.10159632034632035,0.33574824541544035,0.11792302798982188,0.17454245865944798,0.3557441992076967,0.24992048346055978,0.2935874083415067,0.3483247811651072,0.36704834605597964,0.3574415363171752,0.3357931908728721,0.5897741730279898,0.42793676436648975,0.5746511249577254
